date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:22:54	66120/66120	---M--	200	added ('OK')	application/octet-stream	etag:%22dba59c9220c75196659ecb8ad95cd6d2%22	http://d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-Medium.eot	C:/My%20Web%20Sites/angular-master-class/d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-Medium.eot	(from http://d2oz8i5n9se8ej.cloudfront.net/school-css-1507331834-146684-3393d9697e1bd3e8252777b5a8272fea.css)
15:23:00	65904/65904	---M--	200	added ('OK')	application/octet-stream	etag:%22565d48fe7d7dea6524785c06a8d833bb%22	http://d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-Medium.ttf	C:/My%20Web%20Sites/angular-master-class/d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-Medium.ttf	(from http://d2oz8i5n9se8ej.cloudfront.net/school-css-1507331834-146684-3393d9697e1bd3e8252777b5a8272fea.css)
15:23:00	38032/38032	---M--	200	added ('OK')	application/octet-stream	etag:%223f69d0eae75ce5535ee14a7ff3f1a4d2%22	http://d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-Regular.woff	C:/My%20Web%20Sites/angular-master-class/d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-Regular.woff	(from http://d2oz8i5n9se8ej.cloudfront.net/school-css-1507331834-146684-3393d9697e1bd3e8252777b5a8272fea.css)
15:23:01	66120/66120	---M--	200	added ('OK')	application/octet-stream	etag:%22dba59c9220c75196659ecb8ad95cd6d2%22	http://d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-Medium.eot?	C:/My%20Web%20Sites/angular-master-class/d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-Mediumd41d.eot	(from http://d2oz8i5n9se8ej.cloudfront.net/school-css-1507331834-146684-3393d9697e1bd3e8252777b5a8272fea.css)
15:23:03	67714/67714	---M--	200	added ('OK')	application/octet-stream	etag:%228f1aaea9b9880987795282e40b4cb11f%22	http://d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-Regular.eot	C:/My%20Web%20Sites/angular-master-class/d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-Regular.eot	(from http://d2oz8i5n9se8ej.cloudfront.net/school-css-1507331834-146684-3393d9697e1bd3e8252777b5a8272fea.css)
15:23:10	36020/36020	---M--	200	added ('OK')	application/octet-stream	etag:%22bf7421e0147642282b75a9f3486686c4%22	http://d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-SemiBoldItalic.woff	C:/My%20Web%20Sites/angular-master-class/d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-SemiBoldItalic.woff	(from http://d2oz8i5n9se8ej.cloudfront.net/school-css-1507331834-146684-3393d9697e1bd3e8252777b5a8272fea.css)
15:23:11	67714/67714	---M--	200	added ('OK')	application/octet-stream	etag:%228f1aaea9b9880987795282e40b4cb11f%22	http://d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-Regular.eot?	C:/My%20Web%20Sites/angular-master-class/d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-Regulard41d.eot	(from http://d2oz8i5n9se8ej.cloudfront.net/school-css-1507331834-146684-3393d9697e1bd3e8252777b5a8272fea.css)
15:23:11	67504/67504	---M--	200	added ('OK')	application/octet-stream	etag:%223baf6184a8f1dbd34e15828ed45329c8%22	http://d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-Regular.ttf	C:/My%20Web%20Sites/angular-master-class/d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-Regular.ttf	(from http://d2oz8i5n9se8ej.cloudfront.net/school-css-1507331834-146684-3393d9697e1bd3e8252777b5a8272fea.css)
15:23:12	2771/2771	---M--	404	error ('Not%20Found')	text/html	etag:%22ad6bd3ff2d48e32df5c869b98f0fe619%22	http://d2oz8i5n9se8ej.cloudfront.net/my-teachable/icon-billing.svg	C:/My%20Web%20Sites/angular-master-class/d2oz8i5n9se8ej.cloudfront.net/my-teachable/icon-billing.svg	(from http://d2oz8i5n9se8ej.cloudfront.net/school-css-1507331834-146684-3393d9697e1bd3e8252777b5a8272fea.css)
15:23:12	1285/1285	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2015%20Aug%202017%2017:21:01%20GMT	http://d2oz8i5n9se8ej.cloudfront.net/admin/assets/images/plan-free.svg	C:/My%20Web%20Sites/angular-master-class/d2oz8i5n9se8ej.cloudfront.net/admin/assets/images/plan-free.svg	(from http://d2oz8i5n9se8ej.cloudfront.net/school-css-1507331834-146684-3393d9697e1bd3e8252777b5a8272fea.css)
15:23:12	5013/5013	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2011%20Aug%202017%2017:28:00%20GMT	http://d2oz8i5n9se8ej.cloudfront.net/admin/assets/images/plan-basic.svg	C:/My%20Web%20Sites/angular-master-class/d2oz8i5n9se8ej.cloudfront.net/admin/assets/images/plan-basic.svg	(from http://d2oz8i5n9se8ej.cloudfront.net/school-css-1507331834-146684-3393d9697e1bd3e8252777b5a8272fea.css)
15:23:13	4470/4470	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2011%20Aug%202017%2017:28:00%20GMT	http://d2oz8i5n9se8ej.cloudfront.net/admin/assets/images/plan-professional.svg	C:/My%20Web%20Sites/angular-master-class/d2oz8i5n9se8ej.cloudfront.net/admin/assets/images/plan-professional.svg	(from http://d2oz8i5n9se8ej.cloudfront.net/school-css-1507331834-146684-3393d9697e1bd3e8252777b5a8272fea.css)
15:23:14	78440/78440	---M--	200	added ('OK')	application/octet-stream	etag:%222557c616161074749b8838a3403094ad%22	http://d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-SemiBoldItalic.eot	C:/My%20Web%20Sites/angular-master-class/d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-SemiBoldItalic.eot	(from http://d2oz8i5n9se8ej.cloudfront.net/school-css-1507331834-146684-3393d9697e1bd3e8252777b5a8272fea.css)
15:23:14	4623/4623	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2011%20Aug%202017%2017:28:00%20GMT	http://d2oz8i5n9se8ej.cloudfront.net/admin/assets/images/plan-high-volume.svg	C:/My%20Web%20Sites/angular-master-class/d2oz8i5n9se8ej.cloudfront.net/admin/assets/images/plan-high-volume.svg	(from http://d2oz8i5n9se8ej.cloudfront.net/school-css-1507331834-146684-3393d9697e1bd3e8252777b5a8272fea.css)
15:23:14	107/107	---M-Z	302	error ('Found')	text/html	date:Sat,%2007%20Oct%202017%2020:23:15%20GMT	http://codewithmosh.teachable.com/p/terms	C:/My%20Web%20Sites/angular-master-class/codewithmosh.teachable.com/p/terms.47.delayed	(from http://codewithmosh.teachable.com/p/about)
15:23:15	107/107	---M-Z	302	error ('Found')	text/html	date:Sat,%2007%20Oct%202017%2020:23:15%20GMT	http://codewithmosh.teachable.com/p/privacy	C:/My%20Web%20Sites/angular-master-class/codewithmosh.teachable.com/p/privacy	(from http://codewithmosh.teachable.com/p/about)
15:23:15	2771/2771	---M--	404	error ('Not%20Found')	text/html	etag:%22ad6bd3ff2d48e32df5c869b98f0fe619%22	http://d2oz8i5n9se8ej.cloudfront.net/robots.txt		(from http://d2oz8i5n9se8ej.cloudfront.net/school-css-1507331834-146684-3393d9697e1bd3e8252777b5a8272fea.css)
15:23:18	78440/78440	---M--	200	added ('OK')	application/octet-stream	etag:%222557c616161074749b8838a3403094ad%22	http://d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-SemiBoldItalic.eot?	C:/My%20Web%20Sites/angular-master-class/d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-SemiBoldItalicd41d.eot	(from http://d2oz8i5n9se8ej.cloudfront.net/school-css-1507331834-146684-3393d9697e1bd3e8252777b5a8272fea.css)
15:23:19	78192/78192	---M--	200	added ('OK')	application/octet-stream	etag:%2227c871b1d3d2b997a9295875217229bd%22	http://d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-SemiBoldItalic.ttf	C:/My%20Web%20Sites/angular-master-class/d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-SemiBoldItalic.ttf	(from http://d2oz8i5n9se8ej.cloudfront.net/school-css-1507331834-146684-3393d9697e1bd3e8252777b5a8272fea.css)
