date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:22:32	75222/75222	---M--	200	added ('OK')	application/octet-stream	etag:%22873cc33915e312ad92116cb18e336bbc%22	http://d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-BoldItalic.eot?	C:/My%20Web%20Sites/angular-master-class/d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-BoldItalicd41d.eot	(from http://d2oz8i5n9se8ej.cloudfront.net/school-css-1507331834-146684-3393d9697e1bd3e8252777b5a8272fea.css)
15:22:33	66242/66242	---M--	200	added ('OK')	application/octet-stream	etag:%2248bc10232dab15302a072f3df8d2a76d%22	http://d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-Bold.eot	C:/My%20Web%20Sites/angular-master-class/d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-Bold.eot	(from http://d2oz8i5n9se8ej.cloudfront.net/school-css-1507331834-146684-3393d9697e1bd3e8252777b5a8272fea.css)
15:22:33	74996/74996	---M--	200	added ('OK')	application/octet-stream	etag:%221870d0e986e9ef9227acba8f1c097719%22	http://d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-BoldItalic.ttf	C:/My%20Web%20Sites/angular-master-class/d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-BoldItalic.ttf	(from http://d2oz8i5n9se8ej.cloudfront.net/school-css-1507331834-146684-3393d9697e1bd3e8252777b5a8272fea.css)
15:22:40	37908/37908	---M--	200	added ('OK')	application/octet-stream	etag:%22ecb914304361a124164f6043a7d6b7b1%22	http://d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-SemiBold.woff	C:/My%20Web%20Sites/angular-master-class/d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-SemiBold.woff	(from http://d2oz8i5n9se8ej.cloudfront.net/school-css-1507331834-146684-3393d9697e1bd3e8252777b5a8272fea.css)
15:22:42	66242/66242	---M--	200	added ('OK')	application/octet-stream	etag:%2248bc10232dab15302a072f3df8d2a76d%22	http://d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-Bold.eot?	C:/My%20Web%20Sites/angular-master-class/d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-Boldd41d.eot	(from http://d2oz8i5n9se8ej.cloudfront.net/school-css-1507331834-146684-3393d9697e1bd3e8252777b5a8272fea.css)
15:22:43	66048/66048	---M--	200	added ('OK')	application/octet-stream	etag:%22168f4222ab505969da75b3f45872ca6b%22	http://d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-Bold.ttf	C:/My%20Web%20Sites/angular-master-class/d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-Bold.ttf	(from http://d2oz8i5n9se8ej.cloudfront.net/school-css-1507331834-146684-3393d9697e1bd3e8252777b5a8272fea.css)
15:22:43	66556/66556	---M--	200	added ('OK')	application/octet-stream	etag:%22a58b14f4faa2ca873224fca74e089976%22	http://d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-SemiBold.eot	C:/My%20Web%20Sites/angular-master-class/d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-SemiBold.eot	(from http://d2oz8i5n9se8ej.cloudfront.net/school-css-1507331834-146684-3393d9697e1bd3e8252777b5a8272fea.css)
15:22:49	37424/37424	---M--	200	added ('OK')	application/octet-stream	etag:%229f52a4f25d255540cfb72b2f1bd1b233%22	http://d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-Medium.woff	C:/My%20Web%20Sites/angular-master-class/d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-Medium.woff	(from http://d2oz8i5n9se8ej.cloudfront.net/school-css-1507331834-146684-3393d9697e1bd3e8252777b5a8272fea.css)
15:22:50	66556/66556	---M--	200	added ('OK')	application/octet-stream	etag:%22a58b14f4faa2ca873224fca74e089976%22	http://d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-SemiBold.eot?	C:/My%20Web%20Sites/angular-master-class/d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-SemiBoldd41d.eot	(from http://d2oz8i5n9se8ej.cloudfront.net/school-css-1507331834-146684-3393d9697e1bd3e8252777b5a8272fea.css)
15:22:53	66328/66328	---M--	200	added ('OK')	application/octet-stream	etag:%226773bee7a069829de158385a6b384773%22	http://d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-SemiBold.ttf	C:/My%20Web%20Sites/angular-master-class/d2oz8i5n9se8ej.cloudfront.net/fonts/teachable-sans/TeachableSans-SemiBold.ttf	(from http://d2oz8i5n9se8ej.cloudfront.net/school-css-1507331834-146684-3393d9697e1bd3e8252777b5a8272fea.css)
